id,url,location,latitude,longitude,wolves,detections
196015816.0,https://inaturalist-open-data.s3.amazonaws.com/photos/196015816/original.jpeg,world,-27.2439712199,-52.0249095462,1,259 1208 1678 113
196016449.0,https://inaturalist-open-data.s3.amazonaws.com/photos/196016449/original.jpeg,world,-27.2439712199,-52.0249095462,1,1659 1208 214 154
196016452.0,https://inaturalist-open-data.s3.amazonaws.com/photos/196016452/original.jpeg,world,-27.2439712199,-52.0249095462,1,1805 1151 257 10
195972637.0,https://inaturalist-open-data.s3.amazonaws.com/photos/195972637/original.jpeg,world,-6.1936801754,106.6248967499,1,176 78 989 1286
195972689.0,https://inaturalist-open-data.s3.amazonaws.com/photos/195972689/original.jpeg,world,-6.1936801754,106.6248967499,1,367 390 822 1039
195972748.0,https://inaturalist-open-data.s3.amazonaws.com/photos/195972748/original.jpeg,world,-6.1936801754,106.6248967499,1,376 396 797 1037
195972831.0,https://inaturalist-open-data.s3.amazonaws.com/photos/195972831/original.jpeg,world,-6.1936801754,106.6248967499,1,392 404 795 1036
195972896.0,https://inaturalist-open-data.s3.amazonaws.com/photos/195972896/original.jpeg,world,-6.1936801754,106.6248967499,1,400 415 809 1031
193978127.0,https://static.inaturalist.org/photos/193978127/original.jpeg,world,-16.5407573466,-68.0634164438,1,176 222 1526 2046
192724317.0,https://inaturalist-open-data.s3.amazonaws.com/photos/192724317/original.jpg,world,33.509358904,-112.1427241505,1,379 364 1384 1052
192727611.0,https://inaturalist-open-data.s3.amazonaws.com/photos/192727611/original.jpg,world,33.509358904,-112.1427241505,1,625 388 1305 1195
192727663.0,https://inaturalist-open-data.s3.amazonaws.com/photos/192727663/original.jpg,world,33.509358904,-112.1427241505,1,844 466 1100 961
192727721.0,https://inaturalist-open-data.s3.amazonaws.com/photos/192727721/original.jpg,world,33.509358904,-112.1427241505,1,828 463 1087 960
191098354.0,https://inaturalist-open-data.s3.amazonaws.com/photos/191098354/original.jpg,world,43.3494116667,-70.8010633333,1,604 1322 787 1732
191230402.0,https://inaturalist-open-data.s3.amazonaws.com/photos/191230402/original.jpg,world,43.3494116667,-70.8010633333,1,606 1473 804 1917
191043319.0,https://inaturalist-open-data.s3.amazonaws.com/photos/191043319/original.jpeg,world,24.949888371,121.5006144284,1,814 1302 1405 480
191043340.0,https://inaturalist-open-data.s3.amazonaws.com/photos/191043340/original.jpeg,world,24.949888371,121.5006144284,1,1116 491 797 918
190083756.0,https://inaturalist-open-data.s3.amazonaws.com/photos/190083756/original.png,world,53.8600247685,86.6221810624,1,767 374 518 559
190084208.0,https://inaturalist-open-data.s3.amazonaws.com/photos/190084208/original.png,world,53.8600247685,86.6221810624,1,322 493 655 89
190084224.0,https://inaturalist-open-data.s3.amazonaws.com/photos/190084224/original.png,world,53.8600247685,86.6221810624,1,463 499 910 62
189845445.0,https://static.inaturalist.org/photos/189845445/original.jpeg,world,32.6494867969,-16.9014043361,1,58 1268 977 594
189845487.0,https://static.inaturalist.org/photos/189845487/original.jpeg,world,32.6494867969,-16.9014043361,1,80 1300 929 673
189509356.0,https://inaturalist-open-data.s3.amazonaws.com/photos/189509356/original.jpeg,world,33.54368,-86.454526,1,949 320 1594 828
189509370.0,https://inaturalist-open-data.s3.amazonaws.com/photos/189509370/original.jpeg,world,33.54368,-86.454526,1,1355 472 1063 790
189509390.0,https://inaturalist-open-data.s3.amazonaws.com/photos/189509390/original.jpeg,world,33.54368,-86.454526,2,1268 417 1497 755 816 349 1167 691
188056693.0,https://static.inaturalist.org/photos/188056693/original.jpg,world,8.8420383333,98.9642116667,1,318 536 1174 1209
187610216.0,https://inaturalist-open-data.s3.amazonaws.com/photos/187610216/original.jpeg,world,23.3968621411,-105.9344045555,2,854 1124 1478 510 762 286 489 790
187610245.0,https://inaturalist-open-data.s3.amazonaws.com/photos/187610245/original.jpeg,world,23.3968621411,-105.9344045555,1,1009 1170 1554 624
187610287.0,https://inaturalist-open-data.s3.amazonaws.com/photos/187610287/original.jpeg,world,23.3968621411,-105.9344045555,1,1028 702 1590 1194
187048461.0,https://inaturalist-open-data.s3.amazonaws.com/photos/187048461/original.jpeg,world,53.7706759853,88.0947606032,2,157 772 1062 439 924 810 1998 375
187048476.0,https://inaturalist-open-data.s3.amazonaws.com/photos/187048476/original.jpeg,world,53.7706759853,88.0947606032,2,1008 1133 0 734 814 1218 2047 678
187048427.0,https://inaturalist-open-data.s3.amazonaws.com/photos/187048427/original.jpeg,world,53.6245832903,88.058578424,1,767 771 1097 1158
186837882.0,https://static.inaturalist.org/photos/186837882/original.jpg,world,29.1386762806,75.7219789099,1,667 1070 950 139
186754575.0,https://inaturalist-open-data.s3.amazonaws.com/photos/186754575/original.jpeg,world,20.0453672716,-97.5664529915,1,1220 1338 967 998
186290400.0,https://inaturalist-open-data.s3.amazonaws.com/photos/186290400/original.jpeg,world,35.4446640015,-78.8253479004,1,1159 1341 465 477
186196847.0,https://inaturalist-open-data.s3.amazonaws.com/photos/186196847/original.jpeg,world,-17.2757528923,145.4603835055,1,682 451 331 220
186196842.0,https://inaturalist-open-data.s3.amazonaws.com/photos/186196842/original.jpeg,world,-17.2757528923,145.4603835055,1,485 456 170 279
185232671.0,https://static.inaturalist.org/photos/185232671/original.jpg,world,38.43227,-121.401305,1,976 339 374 1447
185232689.0,https://static.inaturalist.org/photos/185232689/original.jpg,world,38.43227,-121.401305,1,1259 266 250 1568
185232709.0,https://static.inaturalist.org/photos/185232709/original.jpg,world,38.43227,-121.401305,1,1023 524 363 1526
183845203.0,https://static.inaturalist.org/photos/183845203/original.jpeg,world,1.3942935458,103.9280472323,2,1319 711 760 1121 1125 311 833 617
183845317.0,https://static.inaturalist.org/photos/183845317/original.jpeg,world,1.3942935458,103.9280472323,1,1482 330 400 1149
183501220.0,https://static.inaturalist.org/photos/183501220/original.jpeg,world,12.314190863,102.5714891776,1,1431 398 397 1392
183343443.0,https://static.inaturalist.org/photos/183343443/original.jpeg,world,19.3039666486,-98.4807948768,1,1378 236 150 1696
180871085.0,https://inaturalist-open-data.s3.amazonaws.com/photos/180871085/original.jpg,world,22.7695679387,120.2525234306,1,1738 1924 93 753
180572664.0,https://inaturalist-open-data.s3.amazonaws.com/photos/180572664/original.jpeg,world,22.6433761569,114.4984655457,1,670 856 1189 448
180572715.0,https://inaturalist-open-data.s3.amazonaws.com/photos/180572715/original.jpeg,world,22.6433761569,114.4984655457,1,579 930 1301 354
180572802.0,https://inaturalist-open-data.s3.amazonaws.com/photos/180572802/original.jpeg,world,22.6433761569,114.4984655457,1,1489 989 773 356
180572590.0,https://inaturalist-open-data.s3.amazonaws.com/photos/180572590/original.jpeg,world,22.6426059531,114.5110454536,1,665 1003 1116 319
180572637.0,https://inaturalist-open-data.s3.amazonaws.com/photos/180572637/original.jpeg,world,22.6426059531,114.5110454536,1,752 973 1279 363
180208331.0,https://static.inaturalist.org/photos/180208331/original.jpeg,world,17.7496,77.9278,1,686 794 399 324
179999039.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179999039/original.jpg,world,35.9727640556,50.4953058611,1,635 1106 1365 326
180469038.0,https://inaturalist-open-data.s3.amazonaws.com/photos/180469038/original.jpg,world,35.9727640556,50.4953058611,1,511 1001 1214 369
179060093.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179060093/original.jpg,world,35.5257474242,46.160628896,5,1816 1271 1343 901 298 574 536 831 620 463 394 256 836 437 1159 248 1271 353 1582 231
179061320.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179061320/original.jpg,world,35.5257474242,46.160628896,1,370 1475 1789 202
178687263.0,https://static.inaturalist.org/photos/178687263/original.png,world,39.2824777778,-84.3065777778,1,413 1077 1649 1939
176783882.0,https://inaturalist-open-data.s3.amazonaws.com/photos/176783882/original.jpeg,world,13.8423738342,100.4913971946,2,1343 727 264 34 365 1513 1202 821
176783903.0,https://inaturalist-open-data.s3.amazonaws.com/photos/176783903/original.jpeg,world,13.8423738342,100.4913971946,1,1534 1394 270 596
174237074.0,https://inaturalist-open-data.s3.amazonaws.com/photos/174237074/original.jpeg,world,30.0827922778,80.2378158333,1,1806 1510 411 405
174237099.0,https://inaturalist-open-data.s3.amazonaws.com/photos/174237099/original.jpeg,world,30.0827922778,80.2378158333,1,710 1602 174 743
173472255.0,https://inaturalist-open-data.s3.amazonaws.com/photos/173472255/original.jpg,world,36.3148128056,49.9715601944,1,846 464 1230 1091
173378585.0,https://inaturalist-open-data.s3.amazonaws.com/photos/173378585/original.jpeg,world,25.09375,121.4618682861,1,359 1088 1222 336
172972191.0,https://inaturalist-open-data.s3.amazonaws.com/photos/172972191/original.jpg,world,27.1698468109,113.8625980678,1,481 258 1422 1668
172972180.0,https://inaturalist-open-data.s3.amazonaws.com/photos/172972180/original.jpg,world,27.1698468109,113.8625980678,1,268 1360 1614 244
172972183.0,https://inaturalist-open-data.s3.amazonaws.com/photos/172972183/original.jpg,world,27.1698468109,113.8625980678,1,89 1038 2028 281
172349719.0,https://static.inaturalist.org/photos/172349719/original.jpg,world,34.0888767,-118.2976008,1,280 353 1418 1994
171259877.0,https://static.inaturalist.org/photos/171259877/original.jpeg,world,50.931555869,117.9647571556,1,909 208 1562 1038
171266648.0,https://static.inaturalist.org/photos/171266648/original.jpeg,world,50.931555869,117.9647571556,1,787 544 1611 975
171266689.0,https://static.inaturalist.org/photos/171266689/original.jpeg,world,50.931555869,117.9647571556,1,540 221 1330 1224
171266741.0,https://static.inaturalist.org/photos/171266741/original.jpeg,world,50.931555869,117.9647571556,1,773 543 1576 1027
171266762.0,https://static.inaturalist.org/photos/171266762/original.jpeg,world,50.931555869,117.9647571556,1,562 1057 1206 540
171266812.0,https://static.inaturalist.org/photos/171266812/original.jpeg,world,50.931555869,117.9647571556,1,895 327 500 900
170871089.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170871089/original.jpeg,world,56.876829491,60.6107093519,1,1146 712 1368 1041
170871502.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170871502/original.jpeg,world,56.876829491,60.6107093519,1,749 916 1203 585
170871505.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170871505/original.jpeg,world,56.876829491,60.6107093519,1,157 1090 1825 349
170871507.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170871507/original.jpeg,world,56.876829491,60.6107093519,1,632 1225 1378 566
170871508.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170871508/original.jpeg,world,56.876829491,60.6107093519,1,1232 1006 1020 773
170871510.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170871510/original.jpeg,world,56.876829491,60.6107093519,1,708 1055 1233 638
170871512.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170871512/original.jpeg,world,56.876829491,60.6107093519,1,1574 1327 1076 747
170871520.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170871520/original.jpeg,world,56.876829491,60.6107093519,1,1551 858 1313 578
170871525.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170871525/original.jpeg,world,56.876829491,60.6107093519,1,1168 781 979 678
170871526.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170871526/original.jpeg,world,56.876829491,60.6107093519,1,1428 949 690 520
170871528.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170871528/original.jpeg,world,56.876829491,60.6107093519,1,1533 893 722 423
170691860.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170691860/original.jpg,world,-32.5890421037,152.3111688958,1,462 377 1774 925
170692066.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170692066/original.jpg,world,-32.5890421037,152.3111688958,1,2020 1456 86 24
170692068.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170692068/original.jpg,world,-32.5890421037,152.3111688958,1,2020 1241 8 70
170692082.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170692082/original.jpg,world,-32.5890421037,152.3111688958,1,214 194 2041 970
170692090.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170692090/original.jpg,world,-32.5890421037,152.3111688958,1,360 315 1573 926
170170814.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170170814/original.jpeg,world,22.6277261359,114.4165339179,1,1084 592 876 841
170170851.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170170851/original.jpeg,world,22.6277261359,114.4165339179,1,914 892 809 1030
170690347.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170690347/original.jpg,world,-32.6538470724,152.372421817,1,832 281 1522 1314
170690348.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170690348/original.jpg,world,-32.6538470724,152.372421817,1,1243 339 443 1300
170690360.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170690360/original.jpg,world,-32.6538470724,152.372421817,1,1343 195 717 1049
168957195.0,https://inaturalist-open-data.s3.amazonaws.com/photos/168957195/original.jpeg,world,43.577971,39.7205279,1,413 379 1962 1088
168957216.0,https://inaturalist-open-data.s3.amazonaws.com/photos/168957216/original.jpeg,world,43.577971,39.7205279,1,436 342 2038 1033
168957227.0,https://inaturalist-open-data.s3.amazonaws.com/photos/168957227/original.jpeg,world,43.577971,39.7205279,1,505 401 1938 972
168957209.0,https://inaturalist-open-data.s3.amazonaws.com/photos/168957209/original.jpeg,world,43.577971,39.7205279,1,397 237 2028 1033
168202482.0,https://inaturalist-open-data.s3.amazonaws.com/photos/168202482/original.jpeg,world,22.6040236829,114.4228971472,1,541 436 982 1124
168202425.0,https://inaturalist-open-data.s3.amazonaws.com/photos/168202425/original.jpeg,world,22.6068915855,114.417695346,1,211 256 1806 897
168202454.0,https://inaturalist-open-data.s3.amazonaws.com/photos/168202454/original.jpeg,world,22.6068915855,114.417695346,1,333 371 1959 1006
168202463.0,https://inaturalist-open-data.s3.amazonaws.com/photos/168202463/original.jpeg,world,22.6068915855,114.417695346,1,830 744 1314 932
167862069.0,https://inaturalist-open-data.s3.amazonaws.com/photos/167862069/original.jpeg,world,31.8456816,-102.3676431,1,338 150 1824 1368
167862081.0,https://inaturalist-open-data.s3.amazonaws.com/photos/167862081/original.jpg,world,31.8456816,-102.3676431,1,15 410 1702 1185
166390393.0,https://static.inaturalist.org/photos/166390393/original.jpeg,world,23.4715371131,120.4843381047,1,1048 1451 576 645
166390405.0,https://static.inaturalist.org/photos/166390405/original.jpeg,world,23.4715371131,120.4843381047,1,633 747 1059 1319
165750293.0,https://inaturalist-open-data.s3.amazonaws.com/photos/165750293/original.jpeg,world,23.4713888889,120.4847222222,1,550 870 867 1379
165750349.0,https://inaturalist-open-data.s3.amazonaws.com/photos/165750349/original.jpeg,world,23.4713888889,120.4847222222,1,1130 1114 1438 690
165749788.0,https://static.inaturalist.org/photos/165749788/original.jpg,world,23.4716633333,120.4845583333,1,621 751 1216 1362
165749800.0,https://static.inaturalist.org/photos/165749800/original.jpg,world,23.4716633333,120.4845583333,1,518 662 1191 1319
165749591.0,https://static.inaturalist.org/photos/165749591/original.jpeg,world,23.471354451,120.4846902285,1,821 758 733 1000
