id,url,location,latitude,longitude,wolves,detections
189427455.0,https://inaturalist-open-data.s3.amazonaws.com/photos/189427455/original.jpg,europe,40.626260056,14.5670585722,1,359 567 1535 1543
189427403.0,https://inaturalist-open-data.s3.amazonaws.com/photos/189427403/original.jpg,europe,40.626260056,14.5670585722,1,1329 1898 401 352
189427438.0,https://inaturalist-open-data.s3.amazonaws.com/photos/189427438/original.jpg,europe,40.626260056,14.5670585722,2,964 1965 0 845 364 385 1086 1198
189427476.0,https://inaturalist-open-data.s3.amazonaws.com/photos/189427476/original.jpg,europe,40.626260056,14.5670585722,1,359 726 1362 1546
185083658.0,https://inaturalist-open-data.s3.amazonaws.com/photos/185083658/original.jpeg,europe,58.7001972529,37.1996463463,1,521 566 781 389
185083308.0,https://inaturalist-open-data.s3.amazonaws.com/photos/185083308/original.jpeg,europe,58.7001544043,37.194220908,1,582 216 891 701
185083327.0,https://inaturalist-open-data.s3.amazonaws.com/photos/185083327/original.jpeg,europe,58.7001544043,37.194220908,1,639 223 1002 679
185083338.0,https://inaturalist-open-data.s3.amazonaws.com/photos/185083338/original.jpeg,europe,58.7001544043,37.194220908,1,817 256 386 699
184654350.0,https://inaturalist-open-data.s3.amazonaws.com/photos/184654350/original.jpeg,europe,55.8174869997,37.328988,1,1305 526 405 1344
184654376.0,https://inaturalist-open-data.s3.amazonaws.com/photos/184654376/original.jpeg,europe,55.8174869997,37.328988,1,1107 426 229 1750
184654397.0,https://inaturalist-open-data.s3.amazonaws.com/photos/184654397/original.jpeg,europe,55.8174869997,37.328988,1,307 372 1125 1630
184654507.0,https://inaturalist-open-data.s3.amazonaws.com/photos/184654507/original.jpeg,europe,55.8174869997,37.328988,1,1362 517 186 1787
180465576.0,https://inaturalist-open-data.s3.amazonaws.com/photos/180465576/original.jpg,europe,45.3816634677,20.3841395025,1,95 519 740 157
180465599.0,https://inaturalist-open-data.s3.amazonaws.com/photos/180465599/original.jpg,europe,45.3816634677,20.3841395025,1,688 712 110 78
179596879.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179596879/original.jpeg,europe,52.3442166667,35.3832316667,1,1787 1696 246 124
179596875.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179596875/original.jpeg,europe,52.3442166667,35.3832316667,1,1707 1723 295 117
179596861.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179596861/original.jpeg,europe,52.3442083333,35.3832716667,1,1712 346 277 1384
179596852.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179596852/original.jpeg,europe,52.3442083333,35.3832716667,1,1663 1367 354 159
179596864.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179596864/original.jpeg,europe,52.3442083333,35.3832716667,1,1460 366 295 1466
179546167.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179546167/original.jpg,europe,50.9180461933,35.0424966666,1,309 1224 811 882
179546182.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179546182/original.jpg,europe,50.9180461933,35.0424966666,1,1792 930 1516 1293
179546205.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179546205/original.jpg,europe,50.9180461933,35.0424966666,1,1827 884 1564 1250
179546218.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179546218/original.jpg,europe,50.9180461933,35.0424966666,1,753 921 1216 1242
179546303.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179546303/original.jpg,europe,50.9180461933,35.0424966666,1,945 866 1353 1182
179546343.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179546343/original.jpg,europe,50.9180461933,35.0424966666,1,945 858 1272 1208
179546401.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179546401/original.jpg,europe,50.9180461933,35.0424966666,1,956 837 1289 1168
179546450.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179546450/original.jpg,europe,50.9180461933,35.0424966666,1,1303 868 1597 1206
179546260.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179546260/original.jpg,europe,50.9180461933,35.0424966666,1,948 916 1198 1247
179546475.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179546475/original.jpg,europe,50.9180461933,35.0424966666,1,1335 871 1627 1195
179544769.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179544769/original.jpg,europe,50.9180461933,35.0424966666,1,1514 900 1877 1209
179544782.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179544782/original.jpg,europe,50.9180461933,35.0424966666,1,1393 685 1137 1061
179544805.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179544805/original.jpg,europe,50.9180461933,35.0424966666,1,979 1066 1248 647
179544836.0,https://inaturalist-open-data.s3.amazonaws.com/photos/179544836/original.jpg,europe,50.9180461933,35.0424966666,1,1087 1201 398 853
176668801.0,https://inaturalist-open-data.s3.amazonaws.com/photos/176668801/original.jpg,europe,52.33643,35.349205,1,1398 106 112 1134
175024585.0,https://inaturalist-open-data.s3.amazonaws.com/photos/175024585/original.jpg,europe,50.4175205,30.5463909,1,996 1598 436 578
175026313.0,https://inaturalist-open-data.s3.amazonaws.com/photos/175026313/original.jpg,europe,50.4175205,30.5463909,1,640 813 1418 1428
171977449.0,https://inaturalist-open-data.s3.amazonaws.com/photos/171977449/original.jpeg,europe,40.9855927,27.5776825,1,198 1487 1031 807
171977533.0,https://inaturalist-open-data.s3.amazonaws.com/photos/171977533/original.jpeg,europe,40.9855927,27.5776825,1,835 1441 291 913
171977565.0,https://inaturalist-open-data.s3.amazonaws.com/photos/171977565/original.jpeg,europe,40.9855927,27.5776825,1,867 648 222 1224
171977666.0,https://inaturalist-open-data.s3.amazonaws.com/photos/171977666/original.jpeg,europe,40.9855927,27.5776825,1,589 974 228 394
170724250.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170724250/original.jpeg,europe,46.4569333333,23.5659555556,1,519 1089 1606 579
170724257.0,https://inaturalist-open-data.s3.amazonaws.com/photos/170724257/original.jpeg,europe,46.4569333333,23.5659555556,1,790 1022 1129 874
166977185.0,https://inaturalist-open-data.s3.amazonaws.com/photos/166977185/original.jpg,europe,50.4151652,30.5574581,1,216 748 1144 1409
166977250.0,https://inaturalist-open-data.s3.amazonaws.com/photos/166977250/original.jpg,europe,50.4151652,30.5574581,1,1079 1324 681 500
166328923.0,https://inaturalist-open-data.s3.amazonaws.com/photos/166328923/original.jpg,europe,50.9113553,25.2643669,1,1205 1844 138 750
166329126.0,https://inaturalist-open-data.s3.amazonaws.com/photos/166329126/original.jpg,europe,50.9113553,25.2643669,1,488 337 1168 1433
166329185.0,https://inaturalist-open-data.s3.amazonaws.com/photos/166329185/original.jpg,europe,50.9113553,25.2643669,1,312 1504 1062 770
